word,frequency
the,23135851162
of,13151942776
and,12997637966
to,12136980858
a,9081174698
in,8469404971
for,5933321709
is,4705743816
on,3750423199
that,3400031103
by,3350048871
this,3228469771
with,3183110678
i,3086225277
you,2996181025
it,2813163874
not,2633487141
or,2590732241
be,2393163824
are,2258496714
from,2195717164
at,2185532192
as,2183393284
your,2158109105
all,2018553721
have,2006583676
new,1900489441
more,1823893821
was,1800770261
we,1793558621
can,1769626461
us,1752987661
about,1734499861
if,1670276461
my,1668160261
has,1656904861
what,1646264461
there,1633486861
when,1605279661
which,1596123661
so,1592631661
like,1589643661
time,1589643661
they,1589643661
just,1589643661
know,1589643661
people,1589643661
some,1589643661
make,1589643661
other,1589643661
could,1589643661
into,1589643661
than,1589643661
its,1589643661
our,1589643661
two,1589643661
these,1589643661
want,1589643661
way,1589643661
look,1589643661
first,1589643661
also,1589643661
because,1589643661
any,1589643661
work,1589643661
well,1589643661
even,1589643661
different,1589643661
their,1589643661
see,1589643661
after,1589643661
day,1589643661
where,1589643661
much,1589643661
going,1589643661
through,1589643661
back,1589643661
years,1589643661
many,1589643661
those,1589643661
being,1589643661
good,1589643661
how,1589643661
may,1589643661
most,1589643661
think,1589643661
over,1589643661
such,1589643661
last,1589643661
right,1589643661
now,1589643661
too,1589643661
little,1589643661
only,1589643661
very,1589643661
still,1589643661
world,1589643661
own,1589643661
here,1589643661
things,1589643661
every,1589643661
should,1589643661
does,1589643661
another,1589643661
great,1589643661
must,1589643661
big,1589643661
same,1589643661
might,1589643661
part,1589643661
place,1589643661
away,1589643661
while,1589643661
means,1589643661
again,1589643661
around,1589643661
three,1589643661
small,1589643661
set,1589643661
put,1589643661
end,1589643661
doesnt,1589643661
under,1589643661
read,1589643661
never,1589643661
why,1589643661
home,1589643661
mean,1589643661
help,1589643661
got,1589643661
keep,1589643661
point,1589643661
number,1589643661
feel,1589643661
state,1589643661
become,1589643661
thing,1589643661
without,1589643661
before,1589643661
between,1589643661
high,1589643661
really,1589643661
something,1589643661
most,1589643661
another,1589643661
much,1589643661
family,1589643661
own,1589643661
out,1589643661
leave,1589643661
put,1589643661
old,1589643661
while,1589643661
mean,1589643661
on,1589643661
keep,1589643661
student,1589643661
why,1589643661
let,1589643661
great,1589643661
same,1589643661
big,1589643661
group,1589643661
begin,1589643661
seem,1589643661
country,1589643661
help,1589643661
talk,1589643661
where,1589643661
turn,1589643661
problem,1589643661
every,1589643661
start,1589643661
hand,1589643661
might,1589643661
american,1589643661
show,1589643661
part,1589643661
about,1589643661
against,1589643661
place,1589643661
over,1589643661
such,1589643661
again,1589643661
few,1589643661
case,1589643661
week,1589643661
company,1589643661
where,1589643661
system,1589643661
each,1589643661
right,1589643661
program,1589643661
hear,1589643661
question,1589643661
during,1589643661
work,1589643661
play,1589643661
government,1589643661
run,1589643661
small,1589643661
number,1589643661
off,1589643661
always,1589643661
move,1589643661
like,1589643661
night,1589643661
live,1589643661
point,1589643661
believe,1589643661
hold,1589643661
today,1589643661
bring,1589643661
happen,1589643661
next,1589643661
without,1589643661
before,1589643661
large,1589643661
all,1589643661
million,1589643661
must,1589643661
home,1589643661
under,1589643661
water,1589643661
room,1589643661
write,1589643661
mother,1589643661
area,1589643661
national,1589643661
money,1589643661
story,1589643661
young,1589643661
fact,1589643661
month,1589643661
different,1589643661
lot,1589643661
right,1589643661
study,1589643661
book,1589643661
eye,1589643661
job,1589643661
word,1589643661
business,1589643661
